city,country,continent,latitude,longitude,reel_count,is_island,platform_url
Taipei City,Taiwan,Asia,25.0509,121.5775,2,true,https://bestroadtrip.com/map/taiwan/taipei-city
Dar es Salaam,Tanzania,Africa,-6.8165,39.2894,2,false,https://bestroadtrip.com/map/tanzania/dar-es-salaam
Mwanza,Tanzania,Africa,-2.5275,32.8986,2,false,https://bestroadtrip.com/map/tanzania/mwanza
Chang Wat Chiang Mai,Thailand,Asia,18.7837,98.9537,2,false,https://bestroadtrip.com/map/thailand/chang-wat-chiang-mai
Chiang Rai,Thailand,Asia,19.8243,99.7635,2,false,https://bestroadtrip.com/map/thailand/chiang-rai
Ko Phi Phi Leh,Thailand,Asia,7.6759,98.7654,2,false,https://bestroadtrip.com/map/thailand/ko-phi-phi-leh
Fife,United Kingdom,Europe,56.3417,-2.7943,2,true,https://bestroadtrip.com/map/united-kingdom/fife
Glasgow City,United Kingdom,Europe,55.8627,-4.2311,2,true,https://bestroadtrip.com/map/united-kingdom/glasgow-city
John o&#x27; Groats,United Kingdom,Europe,58.6373,-3.0689,2,true,https://bestroadtrip.com/map/united-kingdom/john-o-groats
Scotland,United Kingdom,Europe,58.4841,-3.1251,2,true,https://bestroadtrip.com/map/united-kingdom/scotland
Wales,United Kingdom,Europe,52.9006,-3.8963,2,true,https://bestroadtrip.com/map/united-kingdom/wales
York,United Kingdom,Europe,53.9591,-1.0978,2,true,https://bestroadtrip.com/map/united-kingdom/york
Austin,United States,North America,30.2672,-97.7431,2,false,https://bestroadtrip.com/map/united-states/austin
California,United States,North America,37.8651,-119.5383,2,false,https://bestroadtrip.com/map/united-states/california
Coconino County,United States,North America,36.8619,-111.3743,2,false,https://bestroadtrip.com/map/united-states/coconino-county
Jersey City,United States,North America,40.7209,-74.0324,2,false,https://bestroadtrip.com/map/united-states/jersey-city
Los Angeles,United States,North America,34.0689,-118.2516,2,false,https://bestroadtrip.com/map/united-states/los-angeles
Monterey County,United States,North America,36.3715,-121.9019,2,false,https://bestroadtrip.com/map/united-states/monterey-county
New Orleans,United States,North America,29.9584,-90.0644,2,false,https://bestroadtrip.com/map/united-states/new-orleans
Niagara Falls,United States,North America,43.0818,-79.0642,2,false,https://bestroadtrip.com/map/united-states/niagara-falls
Philadelphia,United States,North America,39.9489,-75.1500,2,false,https://bestroadtrip.com/map/united-states/philadelphia
Portland,United States,North America,45.5187,-122.6781,2,false,https://bestroadtrip.com/map/united-states/portland
San Antonio,United States,North America,29.4260,-98.4861,2,false,https://bestroadtrip.com/map/united-states/san-antonio
Utah,United States,North America,37.2982,-113.0263,2,false,https://bestroadtrip.com/map/united-states/utah
Hoàn Kiếm,Vietnam,Asia,21.0286,105.8489,2,false,https://bestroadtrip.com/map/vietnam/hoan-kiem
Ninh Binh,Vietnam,Asia,20.2341,105.9069,2,false,https://bestroadtrip.com/map/vietnam/ninh-binh
Stellenbosch,África do Sul,Unknown,-33.9323,18.8587,1,false,https://bestroadtrip.com/map/south-africa/stellenbosch
Ksamil,Albania,Europe,39.7682,20.0059,1,false,https://bestroadtrip.com/map/albania/ksamil
Andorra la Vella,Andorra,Unknown,42.5070,1.5243,1,false,https://bestroadtrip.com/map/andorra/andorra-la-vella
Canillo,Andorra,Unknown,42.5947,1.6645,1,false,https://bestroadtrip.com/map/andorra/canillo
Soldeu,Andorra,Unknown,42.5779,1.6642,1,false,https://bestroadtrip.com/map/andorra/soldeu
Blanco Encalada,Argentina,South America,-33.0447,-69.0731,1,false,https://bestroadtrip.com/map/argentina/blanco-encalada
Capital,Argentina,South America,-32.8898,-68.8701,1,false,https://bestroadtrip.com/map/argentina/capital
Cordón del Plata,Argentina,South America,-33.4623,-69.1432,1,false,https://bestroadtrip.com/map/argentina/cordon-del-plata
Fitz Roy,Argentina,South America,-47.0259,-67.2480,1,false,https://bestroadtrip.com/map/argentina/fitz-roy
Godoy Cruz,Argentina,South America,-32.9162,-68.8748,1,false,https://bestroadtrip.com/map/argentina/godoy-cruz
La Poma Department,Argentina,South America,-23.7167,-66.0308,1,false,https://bestroadtrip.com/map/argentina/la-poma-department
Luján de Cuyo,Argentina,South America,-33.0204,-68.8850,1,false,https://bestroadtrip.com/map/argentina/lujan-de-cuyo
Mar del Plata,Argentina,South America,-38.0025,-57.5426,1,false,https://bestroadtrip.com/map/argentina/mar-del-plata
Perdriel,Argentina,South America,-33.0764,-68.8869,1,false,https://bestroadtrip.com/map/argentina/perdriel
Puente del Inca,Argentina,South America,-32.8222,-69.9237,1,false,https://bestroadtrip.com/map/argentina/puente-del-inca
Puerto Iguazú,Argentina,South America,-25.6953,-54.4367,1,false,https://bestroadtrip.com/map/argentina/puerto-iguazu
Purmamarca,Argentina,South America,-23.7439,-65.5011,1,false,https://bestroadtrip.com/map/argentina/purmamarca
San Carlos de Bariloche,Argentina,South America,-41.1730,-71.3445,1,false,https://bestroadtrip.com/map/argentina/san-carlos-de-bariloche
Tilcara,Argentina,South America,-23.5860,-65.4037,1,false,https://bestroadtrip.com/map/argentina/tilcara
Ushuaia,Argentina,South America,-54.9333,-67.3833,1,false,https://bestroadtrip.com/map/argentina/ushuaia
Blue Mountains City Council,Australia,Oceania,-33.7356,150.3147,1,true,https://bestroadtrip.com/map/australia/blue-mountains-city-council
Coogee,Australia,Oceania,-33.9184,151.2585,1,true,https://bestroadtrip.com/map/australia/coogee
Flinders Chase,Australia,Oceania,-36.0483,136.7572,1,true,https://bestroadtrip.com/map/australia/flinders-chase
Kuranda,Australia,Oceania,-16.8184,145.6387,1,true,https://bestroadtrip.com/map/australia/kuranda
Petermann,Australia,Oceania,-25.3444,131.0369,1,true,https://bestroadtrip.com/map/australia/petermann
Rottnest Island,Australia,Oceania,-31.9981,115.5408,1,true,https://bestroadtrip.com/map/australia/rottnest-island
Sydney,Australia,Oceania,-33.8568,151.2153,1,true,https://bestroadtrip.com/map/australia/sydney
Victoria,Australia,Oceania,-38.6646,143.1030,1,true,https://bestroadtrip.com/map/australia/victoria
Hallstatt,Austria,Europe,47.5613,13.6481,1,false,https://bestroadtrip.com/map/austria/hallstatt
Baku,Azerbaijan,Unknown,40.3667,49.8352,1,false,https://bestroadtrip.com/map/azerbaijan/baku
Sheki,Azerbaijan,Unknown,41.1997,47.1676,1,false,https://bestroadtrip.com/map/azerbaijan/sheki
San Jose Succotz,Belize,North America,17.0899,-89.1422,1,false,https://bestroadtrip.com/map/belize/san-jose-succotz
Cotonou,Benin,Unknown,6.3703,2.3912,1,false,https://bestroadtrip.com/map/benin/cotonou
plage,Benin,Unknown,6.3254,2.0891,1,false,https://bestroadtrip.com/map/benin/plage
Dochula,Bhutan,Unknown,27.4900,89.7503,1,false,https://bestroadtrip.com/map/bhutan/dochula
Paro,Bhutan,Unknown,27.4888,89.3587,1,false,https://bestroadtrip.com/map/bhutan/paro
Punakha,Bhutan,Unknown,27.5822,89.8631,1,false,https://bestroadtrip.com/map/bhutan/punakha
Thimphu,Bhutan,Unknown,27.4435,89.6453,1,false,https://bestroadtrip.com/map/bhutan/thimphu
La Paz,Bolivia,South America,-16.4964,-68.1295,1,false,https://bestroadtrip.com/map/bolivia/la-paz
Nor Lípez,Bolivia,South America,-20.2420,-67.6252,1,false,https://bestroadtrip.com/map/bolivia/nor-lipez
Potosi Department,Bolivia,South America,-20.1338,-67.4891,1,false,https://bestroadtrip.com/map/bolivia/potosi-department
Tiwanaku,Bolivia,South America,-16.5557,-68.6728,1,false,https://bestroadtrip.com/map/bolivia/tiwanaku
Gamtsha,Botswana,Africa,-18.4559,24.3657,1,false,https://bestroadtrip.com/map/botswana/gamtsha
North-West District,Botswana,Africa,-19.2290,23.0489,1,false,https://bestroadtrip.com/map/botswana/north-west-district
Tutume,Botswana,Africa,-20.5736,25.5918,1,false,https://bestroadtrip.com/map/botswana/tutume
Alto da Boa Vista,Brasil,Unknown,-22.9519,-43.2105,1,false,https://bestroadtrip.com/map/brazil/alto-da-boa-vista
Angra dos Reis,Brasil,Unknown,-23.1521,-44.2289,1,false,https://bestroadtrip.com/map/brazil/angra-dos-reis
Armação dos Búzios,Brasil,Unknown,-22.7553,-41.8833,1,false,https://bestroadtrip.com/map/brazil/armacao-dos-buzios
Barra da Lagoa,Brasil,Unknown,-27.5741,-48.4313,1,false,https://bestroadtrip.com/map/brazil/barra-da-lagoa
Boa Vista,Brasil,Unknown,-22.8205,-43.0626,1,false,https://bestroadtrip.com/map/brazil/boa-vista
Centro Histórico,Brasil,Unknown,-12.9736,-38.5097,1,false,https://bestroadtrip.com/map/brazil/centro-historico
Cosme Velho,Brasil,Unknown,-22.9444,-43.1964,1,false,https://bestroadtrip.com/map/brazil/cosme-velho
Costa da Lagoa,Brasil,Unknown,-27.5667,-48.4627,1,false,https://bestroadtrip.com/map/brazil/costa-da-lagoa
Estado de Río de Janeiro,Brasil,Unknown,-22.3534,-42.7076,1,false,https://bestroadtrip.com/map/brazil/estado-de-rio-de-janeiro
Guarajuba,Brasil,Unknown,-12.6464,-38.0711,1,false,https://bestroadtrip.com/map/brazil/guarajuba
Imbassaí,Brasil,Unknown,-12.4910,-37.9632,1,false,https://bestroadtrip.com/map/brazil/imbassai
Ingleses,Brasil,Unknown,-27.4374,-48.3905,1,false,https://bestroadtrip.com/map/brazil/ingleses
Jardim das Bandeiras,Brasil,Unknown,-23.5566,-46.6866,1,false,https://bestroadtrip.com/map/brazil/jardim-das-bandeiras
Jurerê Internacional,Brasil,Unknown,-27.4369,-48.5008,1,false,https://bestroadtrip.com/map/brazil/jurere-internacional
Lagoa,Brasil,Unknown,-27.6031,-48.4712,1,false,https://bestroadtrip.com/map/brazil/lagoa
Leme,Brasil,Unknown,-22.9633,-43.1620,1,false,https://bestroadtrip.com/map/brazil/leme
Maracanã,Brasil,Unknown,-22.9124,-43.2265,1,false,https://bestroadtrip.com/map/brazil/maracana
Pântano do Sul,Brasil,Unknown,-27.7819,-48.5081,1,false,https://bestroadtrip.com/map/brazil/pantano-do-sul
Petrópolis,Brasil,Unknown,-22.5121,-43.1795,1,false,https://bestroadtrip.com/map/brazil/petropolis
Ribeirão da Ilha,Brasil,Unknown,-27.7200,-48.5642,1,false,https://bestroadtrip.com/map/brazil/ribeirao-da-ilha
Santa Catarina,Brasil,Unknown,-27.6969,-48.4656,1,false,https://bestroadtrip.com/map/brazil/santa-catarina
Santinho,Brasil,Unknown,-27.4550,-48.3737,1,false,https://bestroadtrip.com/map/brazil/santinho
State of Bahia,Brasil,Unknown,-12.6367,-38.0502,1,false,https://bestroadtrip.com/map/brazil/state-of-bahia
Alto Paraíso de Goiás,Brazil,South America,-14.1306,-47.8208,1,false,https://bestroadtrip.com/map/brazil/alto-paraiso-de-goias
Atins,Brazil,South America,-2.5636,-42.7336,1,false,https://bestroadtrip.com/map/brazil/atins
Barreirinhas,Brazil,South America,-2.4826,-43.1236,1,false,https://bestroadtrip.com/map/brazil/barreirinhas
Belém,Brazil,South America,-1.4481,-48.4827,1,false,https://bestroadtrip.com/map/brazil/belem
Pernambuco,Brazil,South America,-8.7034,-35.0796,1,false,https://bestroadtrip.com/map/brazil/pernambuco
Praia dos Carneiros,Brazil,South America,-8.7237,-35.1019,1,false,https://bestroadtrip.com/map/brazil/praia-dos-carneiros
Salvador,Brazil,South America,-13.0102,-38.5326,1,false,https://bestroadtrip.com/map/brazil/salvador
São Paulo,Brazil,South America,-23.5505,-46.6333,1,false,https://bestroadtrip.com/map/brazil/sao-paulo
Tamandaré,Brazil,South America,-8.7231,-35.0836,1,false,https://bestroadtrip.com/map/brazil/tamandare
Choam Ksant,Cambodia,Asia,14.3905,104.6802,1,false,https://bestroadtrip.com/map/cambodia/choam-ksant
Kampot Province,Cambodia,Asia,10.6623,104.1496,1,false,https://bestroadtrip.com/map/cambodia/kampot-province
Krong Ban Lung,Cambodia,Asia,13.7300,107.0150,1,false,https://bestroadtrip.com/map/cambodia/krong-ban-lung
Krong Stung Treng,Cambodia,Asia,13.6802,106.0322,1,false,https://bestroadtrip.com/map/cambodia/krong-stung-treng
Meat Kla,Cambodia,Asia,12.9276,104.0537,1,false,https://bestroadtrip.com/map/cambodia/meat-kla
Borden-Carleton,Canada,North America,46.2002,-63.7652,1,false,https://bestroadtrip.com/map/canada/borden-carleton
Brentwood Bay,Canada,North America,48.5636,-123.4706,1,false,https://bestroadtrip.com/map/canada/brentwood-bay
Jasper,Canada,North America,52.8734,-117.9543,1,false,https://bestroadtrip.com/map/canada/jasper
Montréal,Canada,North America,45.5045,-73.5561,1,false,https://bestroadtrip.com/map/canada/montreal
Peggy&#x27;s Cove,Canada,North America,44.4917,-63.9187,1,false,https://bestroadtrip.com/map/canada/peggys-cove
Pleasant Bay,Canada,North America,46.7437,-60.8805,1,false,https://bestroadtrip.com/map/canada/pleasant-bay
Québec City,Canada,North America,46.8875,-71.1478,1,false,https://bestroadtrip.com/map/canada/quebec-city
Squamish,Canada,North America,49.6752,-123.1570,1,false,https://bestroadtrip.com/map/canada/squamish
Ucluelet,Canada,North America,49.0683,-125.7533,1,false,https://bestroadtrip.com/map/canada/ucluelet
Vaughan,Canada,North America,43.8424,-79.5412,1,false,https://bestroadtrip.com/map/canada/vaughan
Whistler,Canada,North America,50.1163,-122.9566,1,false,https://bestroadtrip.com/map/canada/whistler
Mont-Tremblant,Canadá,Unknown,46.1185,-74.5962,1,false,https://bestroadtrip.com/map/canada/mont-tremblant
Algarrobo,Chile,South America,-33.3356,-71.6507,1,false,https://bestroadtrip.com/map/chile/algarrobo
Cautín,Chile,South America,-39.2883,-71.9622,1,false,https://bestroadtrip.com/map/chile/cautin
Concón,Chile,South America,-32.9403,-71.5495,1,false,https://bestroadtrip.com/map/chile/concon
Curarrehue,Chile,South America,-39.5630,-71.5174,1,false,https://bestroadtrip.com/map/chile/curarrehue
El Tabo,Chile,South America,-33.4668,-71.6538,1,false,https://bestroadtrip.com/map/chile/el-tabo
Huechuraba,Chile,South America,-33.3852,-70.6220,1,false,https://bestroadtrip.com/map/chile/huechuraba
La Ballena,Chile,South America,-32.2926,-71.4638,1,false,https://bestroadtrip.com/map/chile/la-ballena
Lo Barnechea,Chile,South America,-33.3527,-70.5186,1,false,https://bestroadtrip.com/map/chile/lo-barnechea
Magallanes y la Antártica Chilena,Chile,South America,-50.9423,-73.4068,1,false,https://bestroadtrip.com/map/chile/magallanes-y-la-antartica-chilena
Palena,Chile,South America,-41.9703,-72.5555,1,false,https://bestroadtrip.com/map/chile/palena
Pucon,Chile,South America,-39.1719,-71.7279,1,false,https://bestroadtrip.com/map/chile/pucon
San José de Maipo,Chile,South America,-33.8527,-69.9809,1,false,https://bestroadtrip.com/map/chile/san-jose-de-maipo
San Pedro de Atacama,Chile,South America,-22.9068,-68.1997,1,false,https://bestroadtrip.com/map/chile/san-pedro-de-atacama
Santiago de Chile,Chile,South America,-33.4489,-70.6693,1,false,https://bestroadtrip.com/map/chile/santiago-de-chile
Valparaíso,Chile,South America,-33.0473,-71.6127,1,false,https://bestroadtrip.com/map/chile/valparaiso
Cheng Du Shi,China,Asia,30.7330,104.1458,1,false,https://bestroadtrip.com/map/china/cheng-du-shi
Diqing Tibetan Autonomous Prefecture,China,Asia,27.2210,100.1353,1,false,https://bestroadtrip.com/map/china/diqing-tibetan-autonomous-prefecture
Dong Cheng Qu,China,Asia,39.9168,116.3972,1,false,https://bestroadtrip.com/map/china/dong-cheng-qu
Dongcheng,China,Asia,39.8822,116.4066,1,false,https://bestroadtrip.com/map/china/dongcheng
Fu Zhou Shi,China,Asia,26.0848,119.2964,1,false,https://bestroadtrip.com/map/china/fu-zhou-shi
Gui Lin Shi,China,Asia,25.2601,110.3131,1,false,https://bestroadtrip.com/map/china/gui-lin-shi
Huairou District,China,Asia,40.4319,116.5704,1,false,https://bestroadtrip.com/map/china/huairou-district
Lijiang,China,Asia,27.0983,100.1750,1,false,https://bestroadtrip.com/map/china/lijiang
Xi&#x27;An,China,Asia,34.3841,109.2785,1,false,https://bestroadtrip.com/map/china/xian
Città del Vaticano,Ciudad del Vaticano,Unknown,41.9022,12.4539,1,false,https://bestroadtrip.com/map/ciudad-del-vaticano/citta-del-vaticano
La Boquilla,Colombia,South America,10.4685,-75.5011,1,false,https://bestroadtrip.com/map/colombia/la-boquilla
Minca,Colombia,South America,11.1428,-74.1167,1,false,https://bestroadtrip.com/map/colombia/minca
San Luis,Colombia,South America,12.5616,-81.7090,1,false,https://bestroadtrip.com/map/colombia/san-luis
Santa Fé de Antioquia,Colombia,South America,6.5565,-75.8264,1,false,https://bestroadtrip.com/map/colombia/santa-fe-de-antioquia
Villa de Leyva,Colombia,South America,5.6365,-73.5271,1,false,https://bestroadtrip.com/map/colombia/villa-de-leyva
El Castillo,Costa Rica,North America,10.4612,-84.7281,1,false,https://bestroadtrip.com/map/costa-rica/el-castillo
Manuel Antonio,Costa Rica,North America,9.4220,-84.1588,1,false,https://bestroadtrip.com/map/costa-rica/manuel-antonio
Papagayo Peninsula,Costa Rica,North America,10.6371,-85.6562,1,false,https://bestroadtrip.com/map/costa-rica/papagayo-peninsula
Provincia de Guanacaste,Costa Rica,North America,10.5052,-84.8724,1,false,https://bestroadtrip.com/map/costa-rica/provincia-de-guanacaste
Puntarenas Province,Costa Rica,North America,9.6117,-84.6293,1,false,https://bestroadtrip.com/map/costa-rica/puntarenas-province
San José,Costa Rica,North America,9.8770,-84.5282,1,false,https://bestroadtrip.com/map/costa-rica/san-jose
San Ramón,Costa Rica,North America,10.4563,-84.6443,1,false,https://bestroadtrip.com/map/costa-rica/san-ramon
Santa Elena,Costa Rica,North America,10.3421,-84.7986,1,false,https://bestroadtrip.com/map/costa-rica/santa-elena
Cavtat,Croacia,Unknown,42.5810,18.2187,1,false,https://bestroadtrip.com/map/croatia/cavtat
Hvar,Croatia,Europe,43.1647,16.4561,1,false,https://bestroadtrip.com/map/croatia/hvar
Plitvički Ljeskovac,Croatia,Europe,44.8654,15.5820,1,false,https://bestroadtrip.com/map/croatia/plitvicki-ljeskovac
Split-Dalmatia County,Croatia,Europe,43.1542,16.6527,1,false,https://bestroadtrip.com/map/croatia/split-dalmatia-county
Baire,Cuba,Unknown,20.3088,-76.3348,1,true,https://bestroadtrip.com/map/cuba/baire
La Habana,Cuba,Unknown,23.1360,-82.3500,1,true,https://bestroadtrip.com/map/cuba/la-habana
Trinidad,Cuba,Unknown,21.8051,-79.9846,1,true,https://bestroadtrip.com/map/cuba/trinidad
Vinales,Cuba,Unknown,22.6052,-83.7256,1,true,https://bestroadtrip.com/map/cuba/vinales
Prague 1,Czechia,Europe,50.0911,14.4016,1,false,https://bestroadtrip.com/map/czech-republic/prague-1
Praha 7,Czechia,Europe,50.1095,14.4514,1,false,https://bestroadtrip.com/map/czech-republic/praha-7
Helsingør,Denmark,Europe,56.0393,12.6218,1,false,https://bestroadtrip.com/map/denmark/helsing-r
Indre By,Denmark,Europe,55.6798,12.5913,1,false,https://bestroadtrip.com/map/denmark/indre-by
Baños de Agua Santa,Ecuador,South America,-1.4182,-78.4263,1,false,https://bestroadtrip.com/map/ecuador/banos-de-agua-santa
Cotopaxi,Ecuador,South America,-0.8384,-78.6663,1,false,https://bestroadtrip.com/map/ecuador/cotopaxi
Distrito Metropolitano de Quito,Ecuador,South America,-0.1658,-78.5531,1,false,https://bestroadtrip.com/map/ecuador/distrito-metropolitano-de-quito
Galápagos Province,Ecuador,South America,-0.9538,-90.9656,1,false,https://bestroadtrip.com/map/ecuador/galapagos-province
Guano,Ecuador,South America,-1.4693,-78.8169,1,false,https://bestroadtrip.com/map/ecuador/guano
Latacunga,Ecuador,South America,-0.6838,-78.4372,1,false,https://bestroadtrip.com/map/ecuador/latacunga
Puerto Ayora,Ecuador,South America,-0.7611,-90.3326,1,false,https://bestroadtrip.com/map/ecuador/puerto-ayora
Al Qarna,Egipto,Unknown,25.7191,32.6019,1,false,https://bestroadtrip.com/map/egipto/al-qarna
Qena,Egipto,Unknown,26.1419,32.6702,1,false,https://bestroadtrip.com/map/egipto/qena
Abu Simbel,Egypt,Africa,22.1123,31.6739,1,false,https://bestroadtrip.com/map/egypt/abu-simbel
Al Haram,Egypt,Africa,29.9792,31.1342,1,false,https://bestroadtrip.com/map/egypt/al-haram
Al Wadi Al Gadid Desert,Egypt,Africa,27.2830,28.2010,1,false,https://bestroadtrip.com/map/egypt/al-wadi-al-gadid-desert
Aswan 1,Egypt,Africa,24.0256,32.8841,1,false,https://bestroadtrip.com/map/egypt/aswan-1
Giza,Egypt,Africa,29.9753,31.1376,1,false,https://bestroadtrip.com/map/egypt/giza
Concepción de Ataco,El Salvador,North America,13.8729,-89.8498,1,false,https://bestroadtrip.com/map/el-salvador/concepcion-de-ataco
San Francisco Chinameca,El Salvador,North America,13.6228,-89.0568,1,false,https://bestroadtrip.com/map/el-salvador/san-francisco-chinameca
Tamanique,El Salvador,North America,13.4931,-89.3842,1,false,https://bestroadtrip.com/map/el-salvador/tamanique
Dubai,Emirati Arabi Uniti,Unknown,25.1598,55.2054,1,false,https://bestroadtrip.com/map/emirati-arabi-uniti/dubai
York,England,Unknown,53.9590,-1.0815,1,false,https://bestroadtrip.com/map/england/york
La Hermida,España,Unknown,43.2550,-4.6144,1,false,https://bestroadtrip.com/map/spain/la-hermida
Boca Raton,Estados Unidos,Unknown,26.3662,-80.0702,1,false,https://bestroadtrip.com/map/united-states/boca-raton
Bonita Springs,Estados Unidos,Unknown,26.3306,-81.8010,1,false,https://bestroadtrip.com/map/united-states/bonita-springs
Bradenton Beach,Estados Unidos,Unknown,27.4683,-82.6994,1,false,https://bestroadtrip.com/map/united-states/bradenton-beach
Broward County,Estados Unidos,Unknown,26.1406,-80.1020,1,false,https://bestroadtrip.com/map/united-states/broward-county
Condado de Miami-Dade,Estados Unidos,Unknown,25.7400,-80.1568,1,false,https://bestroadtrip.com/map/united-states/condado-de-miami-dade
Dallas,Estados Unidos,Unknown,32.7591,-96.7830,1,false,https://bestroadtrip.com/map/united-states/dallas
Key Largo,Estados Unidos,Unknown,25.0628,-80.4758,1,false,https://bestroadtrip.com/map/united-states/key-largo
Savannah,Estados Unidos,Unknown,32.0809,-81.0912,1,false,https://bestroadtrip.com/map/united-states/savannah
Spring,Estados Unidos,Unknown,30.0068,-95.5265,1,false,https://bestroadtrip.com/map/united-states/spring
Addis Ababa,Ethiopia,Africa,9.0360,38.7369,1,false,https://bestroadtrip.com/map/ethiopia/addis-ababa
Dallol,Ethiopia,Africa,14.2417,40.3006,1,false,https://bestroadtrip.com/map/ethiopia/dallol
Danakil Depression,Ethiopia,Africa,13.6131,40.6636,1,false,https://bestroadtrip.com/map/ethiopia/danakil-depression
Harar,Ethiopia,Africa,9.3132,42.1258,1,false,https://bestroadtrip.com/map/ethiopia/harar
Helsinki,Finland,Europe,60.1744,24.9384,1,false,https://bestroadtrip.com/map/finland/helsinki
Carcassonne,France,Europe,43.2061,2.3642,1,false,https://bestroadtrip.com/map/france/carcassonne
Chamonix-Mont-Blanc,France,Europe,45.9226,6.8753,1,false,https://bestroadtrip.com/map/france/chamonix-mont-blanc
Chenonceaux,France,Europe,47.3249,1.0703,1,false,https://bestroadtrip.com/map/france/chenonceaux
Coupvray,France,Europe,48.8674,2.7836,1,false,https://bestroadtrip.com/map/france/coupvray
Étretat,France,Europe,49.7070,0.2056,1,false,https://bestroadtrip.com/map/france/etretat
Évry-Courcouronnes,France,Europe,48.6383,2.4489,1,false,https://bestroadtrip.com/map/france/evry-courcouronnes
Lyon,France,Europe,45.7622,4.8224,1,false,https://bestroadtrip.com/map/france/lyon
Margaux-Cantenac,France,Europe,45.0444,-0.6688,1,false,https://bestroadtrip.com/map/france/margaux-cantenac
Mont Saint-Michel,France,Europe,48.6361,-1.5115,1,false,https://bestroadtrip.com/map/france/mont-saint-michel
Provence-Alpes-Côte d&#x27;Azur,France,Europe,43.7614,6.3788,1,false,https://bestroadtrip.com/map/france/provence-alpes-cote-dazur
Vers-Pont-du-Gard,France,Europe,43.9476,4.5350,1,false,https://bestroadtrip.com/map/france/vers-pont-du-gard
Versailles,France,Europe,48.8049,2.1204,1,false,https://bestroadtrip.com/map/france/versailles
Vichy,France,Europe,46.1287,3.4264,1,false,https://bestroadtrip.com/map/france/vichy
Lourdes,Francia,Unknown,43.0915,-0.0457,1,false,https://bestroadtrip.com/map/france/lourdes
Gudauri,Georgia,Unknown,42.4781,44.4772,1,false,https://bestroadtrip.com/map/georgia/gudauri
Kakheti,Georgia,Unknown,41.6482,45.6906,1,false,https://bestroadtrip.com/map/georgia/kakheti
Garmisch-Partenkirchen,Germany,Europe,47.4211,10.9854,1,false,https://bestroadtrip.com/map/germany/garmisch-partenkirchen
Köln,Germany,Europe,50.9413,6.9583,1,false,https://bestroadtrip.com/map/germany/koln
Lohmen,Germany,Europe,50.9620,14.0728,1,false,https://bestroadtrip.com/map/germany/lohmen
Schwangau,Germany,Europe,47.5576,10.7498,1,false,https://bestroadtrip.com/map/germany/schwangau
Triberg im Schwarzwald,Germany,Europe,48.1284,8.2302,1,false,https://bestroadtrip.com/map/germany/triberg-im-schwarzwald
Atenas,Grécia,Unknown,37.9715,23.7257,1,false,https://bestroadtrip.com/map/greece/atenas
Athina,Grécia,Unknown,37.9755,23.7349,1,false,https://bestroadtrip.com/map/greece/athina
Agios Nikolaos,Greece,Europe,35.2566,25.7188,1,false,https://bestroadtrip.com/map/greece/agios-nikolaos
Oía,Greece,Europe,36.4617,25.3858,1,false,https://bestroadtrip.com/map/greece/oia
Paleochora,Greece,Europe,35.2305,23.6822,1,false,https://bestroadtrip.com/map/greece/paleochora
Antigua,Guatemala,North America,14.5572,-90.7331,1,false,https://bestroadtrip.com/map/guatemala/antigua
Atescatempa,Guatemala,North America,14.1786,-89.7311,1,false,https://bestroadtrip.com/map/guatemala/atescatempa
Seul,Güney Kore,Unknown,37.5503,126.9971,1,false,https://bestroadtrip.com/map/guney-kore/seul
Bláskógabyggð,Iceland,Europe,64.3275,-20.1218,1,true,https://bestroadtrip.com/map/iceland/blaskogabygg
Þórsmerkurvegur,Iceland,Europe,63.6663,-19.9167,1,true,https://bestroadtrip.com/map/iceland/orsmerkurvegur
Alappuzha,India,Asia,9.5239,76.3568,1,false,https://bestroadtrip.com/map/india/alappuzha
Aurangabad Division,India,Asia,20.5513,75.7069,1,false,https://bestroadtrip.com/map/india/aurangabad-division
Delhi,India,Asia,28.6394,77.2506,1,false,https://bestroadtrip.com/map/india/delhi
Devikulam,India,Asia,10.0447,77.1111,1,false,https://bestroadtrip.com/map/india/devikulam
Hampi,India,Asia,15.3351,76.4587,1,false,https://bestroadtrip.com/map/india/hampi
Jalalabad,India,Asia,30.6050,74.2558,1,false,https://bestroadtrip.com/map/india/jalalabad
Jodhpur,India,Asia,26.2986,73.0187,1,false,https://bestroadtrip.com/map/india/jodhpur
Kedarnath,India,Asia,30.7346,79.0669,1,false,https://bestroadtrip.com/map/india/kedarnath
Madurai,India,Asia,9.9195,78.1193,1,false,https://bestroadtrip.com/map/india/madurai
Mumbai,India,Asia,18.9823,72.8177,1,false,https://bestroadtrip.com/map/india/mumbai
Prayagraj,India,Asia,25.4220,81.8813,1,false,https://bestroadtrip.com/map/india/prayagraj
Pushkar,India,Asia,26.4906,74.5540,1,false,https://bestroadtrip.com/map/india/pushkar
Ranthambhore Fort,India,Asia,26.0189,76.4520,1,false,https://bestroadtrip.com/map/india/ranthambhore-fort
Sawai Madhopur,India,Asia,26.0177,76.3718,1,false,https://bestroadtrip.com/map/india/sawai-madhopur
Udaipur,India,Asia,24.5764,73.6835,1,false,https://bestroadtrip.com/map/india/udaipur
Verul,India,Asia,20.0268,75.1771,1,false,https://bestroadtrip.com/map/india/verul
